Vendor,device_type,model,mac_address,serial_number,band_type
ZTE,ONT,HG8145V5,AA:BB:38:00:01:38,SN-ONT-00312,single_band
TP-Link,ONU,G-140W-C,AA:BB:39:00:01:39,SN-ONU-00313,dual_band
Cisco,Router,Archer C6,AA:BB:3A:00:01:3A,SN-Router-00314,single_band
Huawei,Modem,MB8600,AA:BB:3B:00:01:3B,SN-Modem-00315,dual_band
Nokia,Access Point,EAP225,AA:BB:3C:00:01:3C,SN-AccessPoint-00316,single_band
ZTE,Switch,SG108,AA:BB:3D:00:01:3D,SN-Switch-00317,dual_band
TP-Link,ONT,HG8145V5,AA:BB:3E:00:01:3E,SN-ONT-00318,single_band
Cisco,ONU,G-140W-C,AA:BB:3F:00:01:3F,SN-ONU-00319,dual_band
Huawei,Router,Archer C6,AA:BB:40:00:01:40,SN-Router-00320,single_band
Nokia,Modem,MB8600,AA:BB:41:00:01:41,SN-Modem-00321,dual_band
ZTE,Access Point,EAP225,AA:BB:42:00:01:42,SN-AccessPoint-00322,single_band
TP-Link,Switch,SG108,AA:BB:43:00:01:43,SN-Switch-00323,dual_band
Cisco,ONT,HG8145V5,AA:BB:44:00:01:44,SN-ONT-00324,single_band
Huawei,ONU,G-140W-C,AA:BB:45:00:01:45,SN-ONU-00325,dual_band
Nokia,Router,Archer C6,AA:BB:46:00:01:46,SN-Router-00326,single_band
ZTE,Modem,MB8600,AA:BB:47:00:01:47,SN-Modem-00327,dual_band
TP-Link,Access Point,EAP225,AA:BB:48:00:01:48,SN-AccessPoint-00328,single_band
Cisco,Switch,SG108,AA:BB:49:00:01:49,SN-Switch-00329,dual_band
Huawei,ONT,HG8145V5,AA:BB:4A:00:01:4A,SN-ONT-00330,single_band
Nokia,ONU,G-140W-C,AA:BB:4B:00:01:4B,SN-ONU-00331,dual_band
ZTE,Router,Archer C6,AA:BB:4C:00:01:4C,SN-Router-00332,single_band
TP-Link,Modem,MB8600,AA:BB:4D:00:01:4D,SN-Modem-00333,dual_band
Cisco,Access Point,EAP225,AA:BB:4E:00:01:4E,SN-AccessPoint-00334,single_band
Huawei,Switch,SG108,AA:BB:4F:00:01:4F,SN-Switch-00335,dual_band
Nokia,ONT,HG8145V5,AA:BB:50:00:01:50,SN-ONT-00336,single_band
ZTE,ONU,G-140W-C,AA:BB:51:00:01:51,SN-ONU-00337,dual_band
TP-Link,Router,Archer C6,AA:BB:52:00:01:52,SN-Router-00338,single_band
Cisco,Modem,MB8600,AA:BB:53:00:01:53,SN-Modem-00339,dual_band
Huawei,Access Point,EAP225,AA:BB:54:00:01:54,SN-AccessPoint-00340,single_band
Nokia,Switch,SG108,AA:BB:55:00:01:55,SN-Switch-00341,dual_band
ZTE,ONT,HG8145V5,AA:BB:56:00:01:56,SN-ONT-00342,single_band
TP-Link,ONU,G-140W-C,AA:BB:57:00:01:57,SN-ONU-00343,dual_band
Cisco,Router,Archer C6,AA:BB:58:00:01:58,SN-Router-00344,single_band
Huawei,Modem,MB8600,AA:BB:59:00:01:59,SN-Modem-00345,dual_band
Nokia,Access Point,EAP225,AA:BB:5A:00:01:5A,SN-AccessPoint-00346,single_band
ZTE,Switch,SG108,AA:BB:5B:00:01:5B,SN-Switch-00347,dual_band
TP-Link,ONT,HG8145V5,AA:BB:5C:00:01:5C,SN-ONT-00348,single_band
Cisco,ONU,G-140W-C,AA:BB:5D:00:01:5D,SN-ONU-00349,dual_band
Huawei,Router,Archer C6,AA:BB:5E:00:01:5E,SN-Router-00350,single_band
Nokia,Modem,MB8600,AA:BB:5F:00:01:5F,SN-Modem-00351,dual_band
ZTE,Access Point,EAP225,AA:BB:60:00:01:60,SN-AccessPoint-00352,single_band
TP-Link,Switch,SG108,AA:BB:61:00:01:61,SN-Switch-00353,dual_band
Cisco,ONT,HG8145V5,AA:BB:62:00:01:62,SN-ONT-00354,single_band
Huawei,ONU,G-140W-C,AA:BB:63:00:01:63,SN-ONU-00355,dual_band
Nokia,Router,Archer C6,AA:BB:64:00:01:64,SN-Router-00356,single_band
ZTE,Modem,MB8600,AA:BB:65:00:01:65,SN-Modem-00357,dual_band
TP-Link,Access Point,EAP225,AA:BB:66:00:01:66,SN-AccessPoint-00358,single_band
Cisco,Switch,SG108,AA:BB:67:00:01:67,SN-Switch-00359,dual_band
Huawei,ONT,HG8145V5,AA:BB:68:00:01:68,SN-ONT-00360,single_band
Nokia,ONU,G-140W-C,AA:BB:69:00:01:69,SN-ONU-00361,dual_band
ZTE,Router,Archer C6,AA:BB:6A:00:01:6A,SN-Router-00362,single_band
TP-Link,Modem,MB8600,AA:BB:6B:00:01:6B,SN-Modem-00363,dual_band
Cisco,Access Point,EAP225,AA:BB:6C:00:01:6C,SN-AccessPoint-00364,single_band
Huawei,Switch,SG108,AA:BB:6D:00:01:6D,SN-Switch-00365,dual_band
Nokia,ONT,HG8145V5,AA:BB:6E:00:01:6E,SN-ONT-00366,single_band
ZTE,ONU,G-140W-C,AA:BB:6F:00:01:6F,SN-ONU-00367,dual_band
TP-Link,Router,Archer C6,AA:BB:70:00:01:70,SN-Router-00368,single_band
Cisco,Modem,MB8600,AA:BB:71:00:01:71,SN-Modem-00369,dual_band
Huawei,Access Point,EAP225,AA:BB:72:00:01:72,SN-AccessPoint-00370,single_band
Nokia,Switch,SG108,AA:BB:73:00:01:73,SN-Switch-00371,dual_band
ZTE,ONT,HG8145V5,AA:BB:74:00:01:74,SN-ONT-00372,single_band
TP-Link,ONU,G-140W-C,AA:BB:75:00:01:75,SN-ONU-00373,dual_band
Cisco,Router,Archer C6,AA:BB:76:00:01:76,SN-Router-00374,single_band
Huawei,Modem,MB8600,AA:BB:77:00:01:77,SN-Modem-00375,dual_band
Nokia,Access Point,EAP225,AA:BB:78:00:01:78,SN-AccessPoint-00376,single_band
ZTE,Switch,SG108,AA:BB:79:00:01:79,SN-Switch-00377,dual_band
TP-Link,ONT,HG8145V5,AA:BB:7A:00:01:7A,SN-ONT-00378,single_band
Cisco,ONU,G-140W-C,AA:BB:7B:00:01:7B,SN-ONU-00379,dual_band
Huawei,Router,Archer C6,AA:BB:7C:00:01:7C,SN-Router-00380,single_band
Nokia,Modem,MB8600,AA:BB:7D:00:01:7D,SN-Modem-00381,dual_band
ZTE,Access Point,EAP225,AA:BB:7E:00:01:7E,SN-AccessPoint-00382,single_band
TP-Link,Switch,SG108,AA:BB:7F:00:01:7F,SN-Switch-00383,dual_band
Cisco,ONT,HG8145V5,AA:BB:80:00:02:80,SN-ONT-00384,single_band
Huawei,ONU,G-140W-C,AA:BB:81:00:02:81,SN-ONU-00385,dual_band
Nokia,Router,Archer C6,AA:BB:82:00:02:82,SN-Router-00386,single_band
ZTE,Modem,MB8600,AA:BB:83:00:02:83,SN-Modem-00387,dual_band
TP-Link,Access Point,EAP225,AA:BB:84:00:02:84,SN-AccessPoint-00388,single_band
Cisco,Switch,SG108,AA:BB:85:00:02:85,SN-Switch-00389,dual_band
Huawei,ONT,HG8145V5,AA:BB:86:00:02:86,SN-ONT-00390,single_band
Nokia,ONU,G-140W-C,AA:BB:87:00:02:87,SN-ONU-00391,dual_band
ZTE,Router,Archer C6,AA:BB:88:00:02:88,SN-Router-00392,single_band
TP-Link,Modem,MB8600,AA:BB:89:00:02:89,SN-Modem-00393,dual_band
Cisco,Access Point,EAP225,AA:BB:8A:00:02:8A,SN-AccessPoint-00394,single_band
Huawei,Switch,SG108,AA:BB:8B:00:02:8B,SN-Switch-00395,dual_band
Nokia,ONT,HG8145V5,AA:BB:8C:00:02:8C,SN-ONT-00396,single_band
ZTE,ONU,G-140W-C,AA:BB:8D:00:02:8D,SN-ONU-00397,dual_band
TP-Link,Router,Archer C6,AA:BB:8E:00:02:8E,SN-Router-00398,single_band
Cisco,Modem,MB8600,AA:BB:8F:00:02:8F,SN-Modem-00399,dual_band
Huawei,Access Point,EAP225,AA:BB:90:00:02:90,SN-AccessPoint-00400,single_band
Nokia,Switch,SG108,AA:BB:91:00:02:91,SN-Switch-00401,dual_band
ZTE,ONT,HG8145V5,AA:BB:92:00:02:92,SN-ONT-00402,single_band
TP-Link,ONU,G-140W-C,AA:BB:93:00:02:93,SN-ONU-00403,dual_band
Cisco,Router,Archer C6,AA:BB:94:00:02:94,SN-Router-00404,single_band
Huawei,Modem,MB8600,AA:BB:95:00:02:95,SN-Modem-00405,dual_band
Nokia,Access Point,EAP225,AA:BB:96:00:02:96,SN-AccessPoint-00406,single_band
ZTE,Switch,SG108,AA:BB:97:00:02:97,SN-Switch-00407,dual_band
TP-Link,ONT,HG8145V5,AA:BB:98:00:02:98,SN-ONT-00408,single_band
Cisco,ONU,G-140W-C,AA:BB:99:00:02:99,SN-ONU-00409,dual_band
Huawei,Router,Archer C6,AA:BB:9A:00:02:9A,SN-Router-00410,single_band
Nokia,Modem,MB8600,AA:BB:9B:00:02:9B,SN-Modem-00411,dual_band
ZTE,Access Point,EAP225,AA:BB:9C:00:02:9C,SN-AccessPoint-00412,single_band
TP-Link,Switch,SG108,AA:BB:9D:00:02:9D,SN-Switch-00413,dual_band
Cisco,ONT,HG8145V5,AA:BB:9E:00:02:9E,SN-ONT-00414,single_band
Huawei,ONU,G-140W-C,AA:BB:9F:00:02:9F,SN-ONU-00415,dual_band
Nokia,Router,Archer C6,AA:BB:A0:00:02:A0,SN-Router-00416,single_band
ZTE,Modem,MB8600,AA:BB:A1:00:02:A1,SN-Modem-00417,dual_band
TP-Link,Access Point,EAP225,AA:BB:A2:00:02:A2,SN-AccessPoint-00418,single_band
Cisco,Switch,SG108,AA:BB:A3:00:02:A3,SN-Switch-00419,dual_band
Huawei,ONT,HG8145V5,AA:BB:A4:00:02:A4,SN-ONT-00420,single_band
Nokia,ONU,G-140W-C,AA:BB:A5:00:02:A5,SN-ONU-00421,dual_band
ZTE,Router,Archer C6,AA:BB:A6:00:02:A6,SN-Router-00422,single_band
TP-Link,Modem,MB8600,AA:BB:A7:00:02:A7,SN-Modem-00423,dual_band
Cisco,Access Point,EAP225,AA:BB:A8:00:02:A8,SN-AccessPoint-00424,single_band
Huawei,Switch,SG108,AA:BB:A9:00:02:A9,SN-Switch-00425,dual_band
Nokia,ONT,HG8145V5,AA:BB:AA:00:02:AA,SN-ONT-00426,single_band
ZTE,ONU,G-140W-C,AA:BB:AB:00:02:AB,SN-ONU-00427,dual_band
TP-Link,Router,Archer C6,AA:BB:AC:00:02:AC,SN-Router-00428,single_band
Cisco,Modem,MB8600,AA:BB:AD:00:02:AD,SN-Modem-00429,dual_band
Huawei,Access Point,EAP225,AA:BB:AE:00:02:AE,SN-AccessPoint-00430,single_band
Nokia,Switch,SG108,AA:BB:AF:00:02:AF,SN-Switch-00431,dual_band
ZTE,ONT,HG8145V5,AA:BB:B0:00:02:B0,SN-ONT-00432,single_band
TP-Link,ONU,G-140W-C,AA:BB:B1:00:02:B1,SN-ONU-00433,dual_band
Cisco,Router,Archer C6,AA:BB:B2:00:02:B2,SN-Router-00434,single_band
Huawei,Modem,MB8600,AA:BB:B3:00:02:B3,SN-Modem-00435,dual_band
Nokia,Access Point,EAP225,AA:BB:B4:00:02:B4,SN-AccessPoint-00436,single_band
ZTE,Switch,SG108,AA:BB:B5:00:02:B5,SN-Switch-00437,dual_band
TP-Link,ONT,HG8145V5,AA:BB:B6:00:02:B6,SN-ONT-00438,single_band
Cisco,ONU,G-140W-C,AA:BB:B7:00:02:B7,SN-ONU-00439,dual_band
Huawei,Router,Archer C6,AA:BB:B8:00:02:B8,SN-Router-00440,single_band
Nokia,Modem,MB8600,AA:BB:B9:00:02:B9,SN-Modem-00441,dual_band
ZTE,Access Point,EAP225,AA:BB:BA:00:02:BA,SN-AccessPoint-00442,single_band
TP-Link,Switch,SG108,AA:BB:BB:00:02:BB,SN-Switch-00443,dual_band
Cisco,ONT,HG8145V5,AA:BB:BC:00:02:BC,SN-ONT-00444,single_band
Huawei,ONU,G-140W-C,AA:BB:BD:00:02:BD,SN-ONU-00445,dual_band
Nokia,Router,Archer C6,AA:BB:BE:00:02:BE,SN-Router-00446,single_band
ZTE,Modem,MB8600,AA:BB:BF:00:02:BF,SN-Modem-00447,dual_band
TP-Link,Access Point,EAP225,AA:BB:C0:00:02:C0,SN-AccessPoint-00448,single_band
Cisco,Switch,SG108,AA:BB:C1:00:02:C1,SN-Switch-00449,dual_band
Huawei,ONT,HG8145V5,AA:BB:C2:00:02:C2,SN-ONT-00450,single_band
Nokia,ONU,G-140W-C,AA:BB:C3:00:02:C3,SN-ONU-00451,dual_band
ZTE,Router,Archer C6,AA:BB:C4:00:02:C4,SN-Router-00452,single_band
TP-Link,Modem,MB8600,AA:BB:C5:00:02:C5,SN-Modem-00453,dual_band
Cisco,Access Point,EAP225,AA:BB:C6:00:02:C6,SN-AccessPoint-00454,single_band
Huawei,Switch,SG108,AA:BB:C7:00:02:C7,SN-Switch-00455,dual_band
Nokia,ONT,HG8145V5,AA:BB:C8:00:02:C8,SN-ONT-00456,single_band
ZTE,ONU,G-140W-C,AA:BB:C9:00:02:C9,SN-ONU-00457,dual_band
TP-Link,Router,Archer C6,AA:BB:CA:00:02:CA,SN-Router-00458,single_band
Cisco,Modem,MB8600,AA:BB:CB:00:02:CB,SN-Modem-00459,dual_band
Huawei,Access Point,EAP225,AA:BB:CC:00:02:CC,SN-AccessPoint-00460,single_band
Nokia,Switch,SG108,AA:BB:CD:00:02:CD,SN-Switch-00461,dual_band
ZTE,ONT,HG8145V5,AA:BB:CE:00:02:CE,SN-ONT-00462,single_band
TP-Link,ONU,G-140W-C,AA:BB:CF:00:02:CF,SN-ONU-00463,dual_band
Cisco,Router,Archer C6,AA:BB:D0:00:02:D0,SN-Router-00464,single_band
Huawei,Modem,MB8600,AA:BB:D1:00:02:D1,SN-Modem-00465,dual_band
Nokia,Access Point,EAP225,AA:BB:D2:00:02:D2,SN-AccessPoint-00466,single_band
ZTE,Switch,SG108,AA:BB:D3:00:02:D3,SN-Switch-00467,dual_band
TP-Link,ONT,HG8145V5,AA:BB:D4:00:02:D4,SN-ONT-00468,single_band
Cisco,ONU,G-140W-C,AA:BB:D5:00:02:D5,SN-ONU-00469,dual_band
Huawei,Router,Archer C6,AA:BB:D6:00:02:D6,SN-Router-00470,single_band
Nokia,Modem,MB8600,AA:BB:D7:00:02:D7,SN-Modem-00471,dual_band
ZTE,Access Point,EAP225,AA:BB:D8:00:02:D8,SN-AccessPoint-00472,single_band
TP-Link,Switch,SG108,AA:BB:D9:00:02:D9,SN-Switch-00473,dual_band
Cisco,ONT,HG8145V5,AA:BB:DA:00:02:DA,SN-ONT-00474,single_band
Huawei,ONU,G-140W-C,AA:BB:DB:00:02:DB,SN-ONU-00475,dual_band
Nokia,Router,Archer C6,AA:BB:DC:00:02:DC,SN-Router-00476,single_band
ZTE,Modem,MB8600,AA:BB:DD:00:02:DD,SN-Modem-00477,dual_band
TP-Link,Access Point,EAP225,AA:BB:DE:00:02:DE,SN-AccessPoint-00478,single_band
Cisco,Switch,SG108,AA:BB:DF:00:02:DF,SN-Switch-00479,dual_band
Huawei,ONT,HG8145V5,AA:BB:E0:00:02:E0,SN-ONT-00480,single_band
Nokia,ONU,G-140W-C,AA:BB:E1:00:02:E1,SN-ONU-00481,dual_band
ZTE,Router,Archer C6,AA:BB:E2:00:02:E2,SN-Router-00482,single_band
TP-Link,Modem,MB8600,AA:BB:E3:00:02:E3,SN-Modem-00483,dual_band
Cisco,Access Point,EAP225,AA:BB:E4:00:02:E4,SN-AccessPoint-00484,single_band
Huawei,Switch,SG108,AA:BB:E5:00:02:E5,SN-Switch-00485,dual_band
Nokia,ONT,HG8145V5,AA:BB:E6:00:02:E6,SN-ONT-00486,single_band
ZTE,ONU,G-140W-C,AA:BB:E7:00:02:E7,SN-ONU-00487,dual_band
TP-Link,Router,Archer C6,AA:BB:E8:00:02:E8,SN-Router-00488,single_band
Cisco,Modem,MB8600,AA:BB:E9:00:02:E9,SN-Modem-00489,dual_band
Huawei,Access Point,EAP225,AA:BB:EA:00:02:EA,SN-AccessPoint-00490,single_band
Nokia,Switch,SG108,AA:BB:EB:00:02:EB,SN-Switch-00491,dual_band
ZTE,ONT,HG8145V5,AA:BB:EC:00:02:EC,SN-ONT-00492,single_band
TP-Link,ONU,G-140W-C,AA:BB:ED:00:02:ED,SN-ONU-00493,dual_band
Cisco,Router,Archer C6,AA:BB:EE:00:02:EE,SN-Router-00494,single_band
Huawei,Modem,MB8600,AA:BB:EF:00:02:EF,SN-Modem-00495,dual_band
Nokia,Access Point,EAP225,AA:BB:F0:00:02:F0,SN-AccessPoint-00496,single_band
ZTE,Switch,SG108,AA:BB:F1:00:02:F1,SN-Switch-00497,dual_band
TP-Link,ONT,HG8145V5,AA:BB:F2:00:02:F2,SN-ONT-00498,single_band
Cisco,ONU,G-140W-C,AA:BB:F3:00:02:F3,SN-ONU-00499,dual_band
Huawei,Router,Archer C6,AA:BB:F4:00:02:F4,SN-Router-00500,single_band
Nokia,Modem,MB8600,AA:BB:F5:00:02:F5,SN-Modem-00501,dual_band
ZTE,Access Point,EAP225,AA:BB:F6:00:02:F6,SN-AccessPoint-00502,single_band
TP-Link,Switch,SG108,AA:BB:F7:00:02:F7,SN-Switch-00503,dual_band
Cisco,ONT,HG8145V5,AA:BB:F8:00:02:F8,SN-ONT-00504,single_band
Huawei,ONU,G-140W-C,AA:BB:F9:00:02:F9,SN-ONU-00505,dual_band
Nokia,Router,Archer C6,AA:BB:FA:00:02:FA,SN-Router-00506,single_band
ZTE,Modem,MB8600,AA:BB:FB:00:02:FB,SN-Modem-00507,dual_band
TP-Link,Access Point,EAP225,AA:BB:FC:00:02:FC,SN-AccessPoint-00508,single_band
Cisco,Switch,SG108,AA:BB:FD:00:02:FD,SN-Switch-00509,dual_band
Huawei,ONT,HG8145V5,AA:BB:FE:00:02:FE,SN-ONT-00510,single_band
Nokia,ONU,G-140W-C,AA:BB:FF:00:02:FF,SN-ONU-00511,dual_band
ZTE,Router,Archer C6,AA:BB:00:00:02:00,SN-Router-00512,single_band
TP-Link,Modem,MB8600,AA:BB:01:00:02:01,SN-Modem-00513,dual_band
Cisco,Access Point,EAP225,AA:BB:02:00:02:02,SN-AccessPoint-00514,single_band
Huawei,Switch,SG108,AA:BB:03:00:02:03,SN-Switch-00515,dual_band
Nokia,ONT,HG8145V5,AA:BB:04:00:02:04,SN-ONT-00516,single_band
ZTE,ONU,G-140W-C,AA:BB:05:00:02:05,SN-ONU-00517,dual_band
TP-Link,Router,Archer C6,AA:BB:06:00:02:06,SN-Router-00518,single_band
Cisco,Modem,MB8600,AA:BB:07:00:02:07,SN-Modem-00519,dual_band
Huawei,Access Point,EAP225,AA:BB:08:00:02:08,SN-AccessPoint-00520,single_band
Nokia,Switch,SG108,AA:BB:09:00:02:09,SN-Switch-00521,dual_band
ZTE,ONT,HG8145V5,AA:BB:0A:00:02:0A,SN-ONT-00522,single_band
TP-Link,ONU,G-140W-C,AA:BB:0B:00:02:0B,SN-ONU-00523,dual_band
Cisco,Router,Archer C6,AA:BB:0C:00:02:0C,SN-Router-00524,single_band
Huawei,Modem,MB8600,AA:BB:0D:00:02:0D,SN-Modem-00525,dual_band
Nokia,Access Point,EAP225,AA:BB:0E:00:02:0E,SN-AccessPoint-00526,single_band
ZTE,Switch,SG108,AA:BB:0F:00:02:0F,SN-Switch-00527,dual_band
TP-Link,ONT,HG8145V5,AA:BB:10:00:02:10,SN-ONT-00528,single_band
Cisco,ONU,G-140W-C,AA:BB:11:00:02:11,SN-ONU-00529,dual_band
Huawei,Router,Archer C6,AA:BB:12:00:02:12,SN-Router-00530,single_band
Nokia,Modem,MB8600,AA:BB:13:00:02:13,SN-Modem-00531,dual_band
ZTE,Access Point,EAP225,AA:BB:14:00:02:14,SN-AccessPoint-00532,single_band
TP-Link,Switch,SG108,AA:BB:15:00:02:15,SN-Switch-00533,dual_band
Cisco,ONT,HG8145V5,AA:BB:16:00:02:16,SN-ONT-00534,single_band
Huawei,ONU,G-140W-C,AA:BB:17:00:02:17,SN-ONU-00535,dual_band
Nokia,Router,Archer C6,AA:BB:18:00:02:18,SN-Router-00536,single_band
ZTE,Modem,MB8600,AA:BB:19:00:02:19,SN-Modem-00537,dual_band
TP-Link,Access Point,EAP225,AA:BB:1A:00:02:1A,SN-AccessPoint-00538,single_band
Cisco,Switch,SG108,AA:BB:1B:00:02:1B,SN-Switch-00539,dual_band
Huawei,ONT,HG8145V5,AA:BB:1C:00:02:1C,SN-ONT-00540,single_band
Nokia,ONU,G-140W-C,AA:BB:1D:00:02:1D,SN-ONU-00541,dual_band
ZTE,Router,Archer C6,AA:BB:1E:00:02:1E,SN-Router-00542,single_band
TP-Link,Modem,MB8600,AA:BB:1F:00:02:1F,SN-Modem-00543,dual_band
Cisco,Access Point,EAP225,AA:BB:20:00:02:20,SN-AccessPoint-00544,single_band
Huawei,Switch,SG108,AA:BB:21:00:02:21,SN-Switch-00545,dual_band
Nokia,ONT,HG8145V5,AA:BB:22:00:02:22,SN-ONT-00546,single_band
ZTE,ONU,G-140W-C,AA:BB:23:00:02:23,SN-ONU-00547,dual_band
TP-Link,Router,Archer C6,AA:BB:24:00:02:24,SN-Router-00548,single_band
Cisco,Modem,MB8600,AA:BB:25:00:02:25,SN-Modem-00549,dual_band
Huawei,Access Point,EAP225,AA:BB:26:00:02:26,SN-AccessPoint-00550,single_band
Nokia,Switch,SG108,AA:BB:27:00:02:27,SN-Switch-00551,dual_band
ZTE,ONT,HG8145V5,AA:BB:28:00:02:28,SN-ONT-00552,single_band
TP-Link,ONU,G-140W-C,AA:BB:29:00:02:29,SN-ONU-00553,dual_band
Cisco,Router,Archer C6,AA:BB:2A:00:02:2A,SN-Router-00554,single_band
Huawei,Modem,MB8600,AA:BB:2B:00:02:2B,SN-Modem-00555,dual_band
Nokia,Access Point,EAP225,AA:BB:2C:00:02:2C,SN-AccessPoint-00556,single_band
ZTE,Switch,SG108,AA:BB:2D:00:02:2D,SN-Switch-00557,dual_band
TP-Link,ONT,HG8145V5,AA:BB:2E:00:02:2E,SN-ONT-00558,single_band
Cisco,ONU,G-140W-C,AA:BB:2F:00:02:2F,SN-ONU-00559,dual_band
Huawei,Router,Archer C6,AA:BB:30:00:02:30,SN-Router-00560,single_band
Nokia,Modem,MB8600,AA:BB:31:00:02:31,SN-Modem-00561,dual_band
ZTE,Access Point,EAP225,AA:BB:32:00:02:32,SN-AccessPoint-00562,single_band
TP-Link,Switch,SG108,AA:BB:33:00:02:33,SN-Switch-00563,dual_band
Cisco,ONT,HG8145V5,AA:BB:34:00:02:34,SN-ONT-00564,single_band
Huawei,ONU,G-140W-C,AA:BB:35:00:02:35,SN-ONU-00565,dual_band
Nokia,Router,Archer C6,AA:BB:36:00:02:36,SN-Router-00566,single_band
ZTE,Modem,MB8600,AA:BB:37:00:02:37,SN-Modem-00567,dual_band
TP-Link,Access Point,EAP225,AA:BB:38:00:02:38,SN-AccessPoint-00568,single_band
Cisco,Switch,SG108,AA:BB:39:00:02:39,SN-Switch-00569,dual_band
Huawei,ONT,HG8145V5,AA:BB:3A:00:02:3A,SN-ONT-00570,single_band
Nokia,ONU,G-140W-C,AA:BB:3B:00:02:3B,SN-ONU-00571,dual_band
ZTE,Router,Archer C6,AA:BB:3C:00:02:3C,SN-Router-00572,single_band
TP-Link,Modem,MB8600,AA:BB:3D:00:02:3D,SN-Modem-00573,dual_band
Cisco,Access Point,EAP225,AA:BB:3E:00:02:3E,SN-AccessPoint-00574,single_band
Huawei,Switch,SG108,AA:BB:3F:00:02:3F,SN-Switch-00575,dual_band
Nokia,ONT,HG8145V5,AA:BB:40:00:02:40,SN-ONT-00576,single_band
ZTE,ONU,G-140W-C,AA:BB:41:00:02:41,SN-ONU-00577,dual_band
TP-Link,Router,Archer C6,AA:BB:42:00:02:42,SN-Router-00578,single_band
Cisco,Modem,MB8600,AA:BB:43:00:02:43,SN-Modem-00579,dual_band
Huawei,Access Point,EAP225,AA:BB:44:00:02:44,SN-AccessPoint-00580,single_band
Nokia,Switch,SG108,AA:BB:45:00:02:45,SN-Switch-00581,dual_band
ZTE,ONT,HG8145V5,AA:BB:46:00:02:46,SN-ONT-00582,single_band
TP-Link,ONU,G-140W-C,AA:BB:47:00:02:47,SN-ONU-00583,dual_band
Cisco,Router,Archer C6,AA:BB:48:00:02:48,SN-Router-00584,single_band
Huawei,Modem,MB8600,AA:BB:49:00:02:49,SN-Modem-00585,dual_band
Nokia,Access Point,EAP225,AA:BB:4A:00:02:4A,SN-AccessPoint-00586,single_band
ZTE,Switch,SG108,AA:BB:4B:00:02:4B,SN-Switch-00587,dual_band
TP-Link,ONT,HG8145V5,AA:BB:4C:00:02:4C,SN-ONT-00588,single_band
Cisco,ONU,G-140W-C,AA:BB:4D:00:02:4D,SN-ONU-00589,dual_band
Huawei,Router,Archer C6,AA:BB:4E:00:02:4E,SN-Router-00590,single_band
Nokia,Modem,MB8600,AA:BB:4F:00:02:4F,SN-Modem-00591,dual_band
ZTE,Access Point,EAP225,AA:BB:50:00:02:50,SN-AccessPoint-00592,single_band
TP-Link,Switch,SG108,AA:BB:51:00:02:51,SN-Switch-00593,dual_band
Cisco,ONT,HG8145V5,AA:BB:52:00:02:52,SN-ONT-00594,single_band
Huawei,ONU,G-140W-C,AA:BB:53:00:02:53,SN-ONU-00595,dual_band
Nokia,Router,Archer C6,AA:BB:54:00:02:54,SN-Router-00596,single_band
ZTE,Modem,MB8600,AA:BB:55:00:02:55,SN-Modem-00597,dual_band
TP-Link,Access Point,EAP225,AA:BB:56:00:02:56,SN-AccessPoint-00598,single_band
Cisco,Switch,SG108,AA:BB:57:00:02:57,SN-Switch-00599,dual_band
Huawei,ONT,HG8145V5,AA:BB:58:00:02:58,SN-ONT-00600,single_band
Nokia,ONU,G-140W-C,AA:BB:59:00:02:59,SN-ONU-00601,dual_band
ZTE,Router,Archer C6,AA:BB:5A:00:02:5A,SN-Router-00602,single_band
TP-Link,Modem,MB8600,AA:BB:5B:00:02:5B,SN-Modem-00603,dual_band
Cisco,Access Point,EAP225,AA:BB:5C:00:02:5C,SN-AccessPoint-00604,single_band
Huawei,Switch,SG108,AA:BB:5D:00:02:5D,SN-Switch-00605,dual_band
Nokia,ONT,HG8145V5,AA:BB:5E:00:02:5E,SN-ONT-00606,single_band
ZTE,ONU,G-140W-C,AA:BB:5F:00:02:5F,SN-ONU-00607,dual_band
TP-Link,Router,Archer C6,AA:BB:60:00:02:60,SN-Router-00608,single_band
Cisco,Modem,MB8600,AA:BB:61:00:02:61,SN-Modem-00609,dual_band
Huawei,Access Point,EAP225,AA:BB:62:00:02:62,SN-AccessPoint-00610,single_band
Nokia,Switch,SG108,AA:BB:63:00:02:63,SN-Switch-00611,dual_band
ZTE,ONT,HG8145V5,AA:BB:64:00:02:64,SN-ONT-00612,single_band
TP-Link,ONU,G-140W-C,AA:BB:65:00:02:65,SN-ONU-00613,dual_band
Cisco,Router,Archer C6,AA:BB:66:00:02:66,SN-Router-00614,single_band
Huawei,Modem,MB8600,AA:BB:67:00:02:67,SN-Modem-00615,dual_band
Nokia,Access Point,EAP225,AA:BB:68:00:02:68,SN-AccessPoint-00616,single_band
ZTE,Switch,SG108,AA:BB:69:00:02:69,SN-Switch-00617,dual_band
TP-Link,ONT,HG8145V5,AA:BB:6A:00:02:6A,SN-ONT-00618,single_band
Cisco,ONU,G-140W-C,AA:BB:6B:00:02:6B,SN-ONU-00619,dual_band
Huawei,Router,Archer C6,AA:BB:6C:00:02:6C,SN-Router-00620,single_band
Nokia,Modem,MB8600,AA:BB:6D:00:02:6D,SN-Modem-00621,dual_band
ZTE,Access Point,EAP225,AA:BB:6E:00:02:6E,SN-AccessPoint-00622,single_band
