Vendor,device_type,model,mac_address,serial_number,band_type
ZTE,Access Point,WAP150,AA:BC:10:00:01:3A,SN-AccessPoint-00314,dual_band
Nokia,Other,Generic-Device-C,AA:BC:10:00:01:3B,SN-Other-00315,single_band
TP-Link,ONT,HG8145V5,AA:BC:10:00:01:3C,SN-ONT-00316,dual_band
Cisco,ONU,F601,AA:BC:10:00:01:3D,SN-ONU-00317,single_band
D-Link,Router,AX1800,AA:BC:10:00:01:3E,SN-Router-00318,dual_band
Huawei,Switch,SG108,AA:BC:10:00:01:3F,SN-Switch-00319,single_band
ZTE,Modem,CM1200,AA:BC:10:00:01:40,SN-Modem-00320,dual_band
Nokia,Access Point,U6-Lite,AA:BC:10:00:01:41,SN-AccessPoint-00321,single_band
TP-Link,Other,Generic-Device-A,AA:BC:10:00:01:42,SN-Other-00322,dual_band
Cisco,ONT,ZXHN-F680,AA:BC:10:00:01:43,SN-ONT-00323,single_band
D-Link,ONU,AN5506-01,AA:BC:10:00:01:44,SN-ONU-00324,dual_band
Huawei,Router,Archer C6,AA:BC:10:00:01:45,SN-Router-00325,single_band
ZTE,Switch,CBS110,AA:BC:10:00:01:46,SN-Switch-00326,dual_band
Nokia,Modem,TC4400,AA:BC:10:00:01:47,SN-Modem-00327,single_band
TP-Link,Access Point,EAP225,AA:BC:10:00:01:48,SN-AccessPoint-00328,dual_band
Cisco,Other,Generic-Device-B,AA:BC:10:00:01:49,SN-Other-00329,single_band
D-Link,ONT,G-2425G-A,AA:BC:10:00:01:4A,SN-ONT-00330,dual_band
Huawei,ONU,G-140W-C,AA:BC:10:00:01:4B,SN-ONU-00331,single_band
ZTE,Router,RV340,AA:BC:10:00:01:4C,SN-Router-00332,dual_band
Nokia,Switch,DGS-1008A,AA:BC:10:00:01:4D,SN-Switch-00333,single_band
TP-Link,Modem,MB8600,AA:BC:10:00:01:4E,SN-Modem-00334,dual_band
Cisco,Access Point,WAP150,AA:BC:10:00:01:4F,SN-AccessPoint-00335,single_band
D-Link,Other,Generic-Device-C,AA:BC:10:00:01:50,SN-Other-00336,dual_band
Huawei,ONT,HG8145V5,AA:BC:10:00:01:51,SN-ONT-00337,single_band
ZTE,ONU,F601,AA:BC:10:00:01:52,SN-ONU-00338,dual_band
Nokia,Router,AX1800,AA:BC:10:00:01:53,SN-Router-00339,single_band
TP-Link,Switch,SG108,AA:BC:10:00:01:54,SN-Switch-00340,dual_band
Cisco,Modem,CM1200,AA:BC:10:00:01:55,SN-Modem-00341,single_band
D-Link,Access Point,U6-Lite,AA:BC:10:00:01:56,SN-AccessPoint-00342,dual_band
Huawei,Other,Generic-Device-A,AA:BC:10:00:01:57,SN-Other-00343,single_band
ZTE,ONT,ZXHN-F680,AA:BC:10:00:01:58,SN-ONT-00344,dual_band
Nokia,ONU,AN5506-01,AA:BC:10:00:01:59,SN-ONU-00345,single_band
TP-Link,Router,Archer C6,AA:BC:10:00:01:5A,SN-Router-00346,dual_band
Cisco,Switch,CBS110,AA:BC:10:00:01:5B,SN-Switch-00347,single_band
D-Link,Modem,TC4400,AA:BC:10:00:01:5C,SN-Modem-00348,dual_band
Huawei,Access Point,EAP225,AA:BC:10:00:01:5D,SN-AccessPoint-00349,single_band
ZTE,Other,Generic-Device-B,AA:BC:10:00:01:5E,SN-Other-00350,dual_band
Nokia,ONT,G-2425G-A,AA:BC:10:00:01:5F,SN-ONT-00351,single_band
TP-Link,ONU,G-140W-C,AA:BC:10:00:01:60,SN-ONU-00352,dual_band
Cisco,Router,RV340,AA:BC:10:00:01:61,SN-Router-00353,single_band
D-Link,Switch,DGS-1008A,AA:BC:10:00:01:62,SN-Switch-00354,dual_band
Huawei,Modem,MB8600,AA:BC:10:00:01:63,SN-Modem-00355,single_band
ZTE,Access Point,WAP150,AA:BC:10:00:01:64,SN-AccessPoint-00356,dual_band
Nokia,Other,Generic-Device-C,AA:BC:10:00:01:65,SN-Other-00357,single_band
TP-Link,ONT,HG8145V5,AA:BC:10:00:01:66,SN-ONT-00358,dual_band
Cisco,ONU,F601,AA:BC:10:00:01:67,SN-ONU-00359,single_band
D-Link,Router,AX1800,AA:BC:10:00:01:68,SN-Router-00360,dual_band
Huawei,Switch,SG108,AA:BC:10:00:01:69,SN-Switch-00361,single_band
ZTE,Modem,CM1200,AA:BC:10:00:01:6A,SN-Modem-00362,dual_band
Nokia,Access Point,U6-Lite,AA:BC:10:00:01:6B,SN-AccessPoint-00363,single_band
TP-Link,Other,Generic-Device-A,AA:BC:10:00:01:6C,SN-Other-00364,dual_band
Cisco,ONT,ZXHN-F680,AA:BC:10:00:01:6D,SN-ONT-00365,single_band
D-Link,ONU,AN5506-01,AA:BC:10:00:01:6E,SN-ONU-00366,dual_band
Huawei,Router,Archer C6,AA:BC:10:00:01:6F,SN-Router-00367,single_band
ZTE,Switch,CBS110,AA:BC:10:00:01:70,SN-Switch-00368,dual_band
Nokia,Modem,TC4400,AA:BC:10:00:01:71,SN-Modem-00369,single_band
TP-Link,Access Point,EAP225,AA:BC:10:00:01:72,SN-AccessPoint-00370,dual_band
Cisco,Other,Generic-Device-B,AA:BC:10:00:01:73,SN-Other-00371,single_band
D-Link,ONT,G-2425G-A,AA:BC:10:00:01:74,SN-ONT-00372,dual_band
Huawei,ONU,G-140W-C,AA:BC:10:00:01:75,SN-ONU-00373,single_band
ZTE,Router,RV340,AA:BC:10:00:01:76,SN-Router-00374,dual_band
Nokia,Switch,DGS-1008A,AA:BC:10:00:01:77,SN-Switch-00375,single_band
TP-Link,Modem,MB8600,AA:BC:10:00:01:78,SN-Modem-00376,dual_band
Cisco,Access Point,WAP150,AA:BC:10:00:01:79,SN-AccessPoint-00377,single_band
D-Link,Other,Generic-Device-C,AA:BC:10:00:01:7A,SN-Other-00378,dual_band
Huawei,ONT,HG8145V5,AA:BC:10:00:01:7B,SN-ONT-00379,single_band
ZTE,ONU,F601,AA:BC:10:00:01:7C,SN-ONU-00380,dual_band
Nokia,Router,AX1800,AA:BC:10:00:01:7D,SN-Router-00381,single_band
TP-Link,Switch,SG108,AA:BC:10:00:01:7E,SN-Switch-00382,dual_band
Cisco,Modem,CM1200,AA:BC:10:00:01:7F,SN-Modem-00383,single_band
D-Link,Access Point,U6-Lite,AA:BC:10:00:01:80,SN-AccessPoint-00384,dual_band
Huawei,Other,Generic-Device-A,AA:BC:10:00:01:81,SN-Other-00385,single_band
ZTE,ONT,ZXHN-F680,AA:BC:10:00:01:82,SN-ONT-00386,dual_band
Nokia,ONU,AN5506-01,AA:BC:10:00:01:83,SN-ONU-00387,single_band
TP-Link,Router,Archer C6,AA:BC:10:00:01:84,SN-Router-00388,dual_band
Cisco,Switch,CBS110,AA:BC:10:00:01:85,SN-Switch-00389,single_band
D-Link,Modem,TC4400,AA:BC:10:00:01:86,SN-Modem-00390,dual_band
Huawei,Access Point,EAP225,AA:BC:10:00:01:87,SN-AccessPoint-00391,single_band
ZTE,Other,Generic-Device-B,AA:BC:10:00:01:88,SN-Other-00392,dual_band
Nokia,ONT,G-2425G-A,AA:BC:10:00:01:89,SN-ONT-00393,single_band
TP-Link,ONU,G-140W-C,AA:BC:10:00:01:8A,SN-ONU-00394,dual_band
Cisco,Router,RV340,AA:BC:10:00:01:8B,SN-Router-00395,single_band
D-Link,Switch,DGS-1008A,AA:BC:10:00:01:8C,SN-Switch-00396,dual_band
Huawei,Modem,MB8600,AA:BC:10:00:01:8D,SN-Modem-00397,single_band
ZTE,Access Point,WAP150,AA:BC:10:00:01:8E,SN-AccessPoint-00398,dual_band
Nokia,Other,Generic-Device-C,AA:BC:10:00:01:8F,SN-Other-00399,single_band
TP-Link,ONT,HG8145V5,AA:BC:10:00:01:90,SN-ONT-00400,dual_band
Cisco,ONU,F601,AA:BC:10:00:01:91,SN-ONU-00401,single_band
D-Link,Router,AX1800,AA:BC:10:00:01:92,SN-Router-00402,dual_band
Huawei,Switch,SG108,AA:BC:10:00:01:93,SN-Switch-00403,single_band
ZTE,Modem,CM1200,AA:BC:10:00:01:94,SN-Modem-00404,dual_band
Nokia,Access Point,U6-Lite,AA:BC:10:00:01:95,SN-AccessPoint-00405,single_band
TP-Link,Other,Generic-Device-A,AA:BC:10:00:01:96,SN-Other-00406,dual_band
Cisco,ONT,ZXHN-F680,AA:BC:10:00:01:97,SN-ONT-00407,single_band
D-Link,ONU,AN5506-01,AA:BC:10:00:01:98,SN-ONU-00408,dual_band
Huawei,Router,Archer C6,AA:BC:10:00:01:99,SN-Router-00409,single_band
ZTE,Switch,CBS110,AA:BC:10:00:01:9A,SN-Switch-00410,dual_band
Nokia,Modem,TC4400,AA:BC:10:00:01:9B,SN-Modem-00411,single_band
TP-Link,Access Point,EAP225,AA:BC:10:00:01:9C,SN-AccessPoint-00412,dual_band
Cisco,Other,Generic-Device-B,AA:BC:10:00:01:9D,SN-Other-00413,single_band
D-Link,ONT,G-2425G-A,AA:BC:10:00:01:9E,SN-ONT-00414,dual_band
Huawei,ONU,G-140W-C,AA:BC:10:00:01:9F,SN-ONU-00415,single_band
ZTE,Router,RV340,AA:BC:10:00:01:A0,SN-Router-00416,dual_band
Nokia,Switch,DGS-1008A,AA:BC:10:00:01:A1,SN-Switch-00417,single_band
TP-Link,Modem,MB8600,AA:BC:10:00:01:A2,SN-Modem-00418,dual_band
Cisco,Access Point,WAP150,AA:BC:10:00:01:A3,SN-AccessPoint-00419,single_band
D-Link,Other,Generic-Device-C,AA:BC:10:00:01:A4,SN-Other-00420,dual_band
Huawei,ONT,HG8145V5,AA:BC:10:00:01:A5,SN-ONT-00421,single_band
ZTE,ONU,F601,AA:BC:10:00:01:A6,SN-ONU-00422,dual_band
Nokia,Router,AX1800,AA:BC:10:00:01:A7,SN-Router-00423,single_band
TP-Link,Switch,SG108,AA:BC:10:00:01:A8,SN-Switch-00424,dual_band
Cisco,Modem,CM1200,AA:BC:10:00:01:A9,SN-Modem-00425,single_band
D-Link,Access Point,U6-Lite,AA:BC:10:00:01:AA,SN-AccessPoint-00426,dual_band
Huawei,Other,Generic-Device-A,AA:BC:10:00:01:AB,SN-Other-00427,single_band
ZTE,ONT,ZXHN-F680,AA:BC:10:00:01:AC,SN-ONT-00428,dual_band
Nokia,ONU,AN5506-01,AA:BC:10:00:01:AD,SN-ONU-00429,single_band
TP-Link,Router,Archer C6,AA:BC:10:00:01:AE,SN-Router-00430,dual_band
Cisco,Switch,CBS110,AA:BC:10:00:01:AF,SN-Switch-00431,single_band
D-Link,Modem,TC4400,AA:BC:10:00:01:B0,SN-Modem-00432,dual_band
Huawei,Access Point,EAP225,AA:BC:10:00:01:B1,SN-AccessPoint-00433,single_band
ZTE,Other,Generic-Device-B,AA:BC:10:00:01:B2,SN-Other-00434,dual_band
Nokia,ONT,G-2425G-A,AA:BC:10:00:01:B3,SN-ONT-00435,single_band
TP-Link,ONU,G-140W-C,AA:BC:10:00:01:B4,SN-ONU-00436,dual_band
Cisco,Router,RV340,AA:BC:10:00:01:B5,SN-Router-00437,single_band
D-Link,Switch,DGS-1008A,AA:BC:10:00:01:B6,SN-Switch-00438,dual_band
Huawei,Modem,MB8600,AA:BC:10:00:01:B7,SN-Modem-00439,single_band
ZTE,Access Point,WAP150,AA:BC:10:00:01:B8,SN-AccessPoint-00440,dual_band
Nokia,Other,Generic-Device-C,AA:BC:10:00:01:B9,SN-Other-00441,single_band
TP-Link,ONT,HG8145V5,AA:BC:10:00:01:BA,SN-ONT-00442,dual_band
Cisco,ONU,F601,AA:BC:10:00:01:BB,SN-ONU-00443,single_band
D-Link,Router,AX1800,AA:BC:10:00:01:BC,SN-Router-00444,dual_band
Huawei,Switch,SG108,AA:BC:10:00:01:BD,SN-Switch-00445,single_band
ZTE,Modem,CM1200,AA:BC:10:00:01:BE,SN-Modem-00446,dual_band
Nokia,Access Point,U6-Lite,AA:BC:10:00:01:BF,SN-AccessPoint-00447,single_band
TP-Link,Other,Generic-Device-A,AA:BC:10:00:01:C0,SN-Other-00448,dual_band
Cisco,ONT,ZXHN-F680,AA:BC:10:00:01:C1,SN-ONT-00449,single_band
D-Link,ONU,AN5506-01,AA:BC:10:00:01:C2,SN-ONU-00450,dual_band
Huawei,Router,Archer C6,AA:BC:10:00:01:C3,SN-Router-00451,single_band
ZTE,Switch,CBS110,AA:BC:10:00:01:C4,SN-Switch-00452,dual_band
Nokia,Modem,TC4400,AA:BC:10:00:01:C5,SN-Modem-00453,single_band
TP-Link,Access Point,EAP225,AA:BC:10:00:01:C6,SN-AccessPoint-00454,dual_band
Cisco,Other,Generic-Device-B,AA:BC:10:00:01:C7,SN-Other-00455,single_band
D-Link,ONT,G-2425G-A,AA:BC:10:00:01:C8,SN-ONT-00456,dual_band
Huawei,ONU,G-140W-C,AA:BC:10:00:01:C9,SN-ONU-00457,single_band
ZTE,Router,RV340,AA:BC:10:00:01:CA,SN-Router-00458,dual_band
Nokia,Switch,DGS-1008A,AA:BC:10:00:01:CB,SN-Switch-00459,single_band
TP-Link,Modem,MB8600,AA:BC:10:00:01:CC,SN-Modem-00460,dual_band
Cisco,Access Point,WAP150,AA:BC:10:00:01:CD,SN-AccessPoint-00461,single_band
D-Link,Other,Generic-Device-C,AA:BC:10:00:01:CE,SN-Other-00462,dual_band
Huawei,ONT,HG8145V5,AA:BC:10:00:01:CF,SN-ONT-00463,single_band
ZTE,ONU,F601,AA:BC:10:00:01:D0,SN-ONU-00464,dual_band
Nokia,Router,AX1800,AA:BC:10:00:01:D1,SN-Router-00465,single_band
TP-Link,Switch,SG108,AA:BC:10:00:01:D2,SN-Switch-00466,dual_band
Cisco,Modem,CM1200,AA:BC:10:00:01:D3,SN-Modem-00467,single_band
D-Link,Access Point,U6-Lite,AA:BC:10:00:01:D4,SN-AccessPoint-00468,dual_band
Huawei,Other,Generic-Device-A,AA:BC:10:00:01:D5,SN-Other-00469,single_band
ZTE,ONT,ZXHN-F680,AA:BC:10:00:01:D6,SN-ONT-00470,dual_band
Nokia,ONU,AN5506-01,AA:BC:10:00:01:D7,SN-ONU-00471,single_band
TP-Link,Router,Archer C6,AA:BC:10:00:01:D8,SN-Router-00472,dual_band
Cisco,Switch,CBS110,AA:BC:10:00:01:D9,SN-Switch-00473,single_band
D-Link,Modem,TC4400,AA:BC:10:00:01:DA,SN-Modem-00474,dual_band
Huawei,Access Point,EAP225,AA:BC:10:00:01:DB,SN-AccessPoint-00475,single_band
ZTE,Other,Generic-Device-B,AA:BC:10:00:01:DC,SN-Other-00476,dual_band
Nokia,ONT,G-2425G-A,AA:BC:10:00:01:DD,SN-ONT-00477,single_band
TP-Link,ONU,G-140W-C,AA:BC:10:00:01:DE,SN-ONU-00478,dual_band
Cisco,Router,RV340,AA:BC:10:00:01:DF,SN-Router-00479,single_band
D-Link,Switch,DGS-1008A,AA:BC:10:00:01:E0,SN-Switch-00480,dual_band
Huawei,Modem,MB8600,AA:BC:10:00:01:E1,SN-Modem-00481,single_band
ZTE,Access Point,WAP150,AA:BC:10:00:01:E2,SN-AccessPoint-00482,dual_band
Nokia,Other,Generic-Device-C,AA:BC:10:00:01:E3,SN-Other-00483,single_band
TP-Link,ONT,HG8145V5,AA:BC:10:00:01:E4,SN-ONT-00484,dual_band
Cisco,ONU,F601,AA:BC:10:00:01:E5,SN-ONU-00485,single_band
D-Link,Router,AX1800,AA:BC:10:00:01:E6,SN-Router-00486,dual_band
Huawei,Switch,SG108,AA:BC:10:00:01:E7,SN-Switch-00487,single_band
ZTE,Modem,CM1200,AA:BC:10:00:01:E8,SN-Modem-00488,dual_band
Nokia,Access Point,U6-Lite,AA:BC:10:00:01:E9,SN-AccessPoint-00489,single_band
TP-Link,Other,Generic-Device-A,AA:BC:10:00:01:EA,SN-Other-00490,dual_band
Cisco,ONT,ZXHN-F680,AA:BC:10:00:01:EB,SN-ONT-00491,single_band
D-Link,ONU,AN5506-01,AA:BC:10:00:01:EC,SN-ONU-00492,dual_band
Huawei,Router,Archer C6,AA:BC:10:00:01:ED,SN-Router-00493,single_band
ZTE,Switch,CBS110,AA:BC:10:00:01:EE,SN-Switch-00494,dual_band
Nokia,Modem,TC4400,AA:BC:10:00:01:EF,SN-Modem-00495,single_band
TP-Link,Access Point,EAP225,AA:BC:10:00:01:F0,SN-AccessPoint-00496,dual_band
Cisco,Other,Generic-Device-B,AA:BC:10:00:01:F1,SN-Other-00497,single_band
D-Link,ONT,G-2425G-A,AA:BC:10:00:01:F2,SN-ONT-00498,dual_band
Huawei,ONU,G-140W-C,AA:BC:10:00:01:F3,SN-ONU-00499,single_band
ZTE,Router,RV340,AA:BC:10:00:01:F4,SN-Router-00500,dual_band
Nokia,Switch,DGS-1008A,AA:BC:10:00:01:F5,SN-Switch-00501,single_band
TP-Link,Modem,MB8600,AA:BC:10:00:01:F6,SN-Modem-00502,dual_band
Cisco,Access Point,WAP150,AA:BC:10:00:01:F7,SN-AccessPoint-00503,single_band
D-Link,Other,Generic-Device-C,AA:BC:10:00:01:F8,SN-Other-00504,dual_band
Huawei,ONT,HG8145V5,AA:BC:10:00:01:F9,SN-ONT-00505,single_band
ZTE,ONU,F601,AA:BC:10:00:01:FA,SN-ONU-00506,dual_band
Nokia,Router,AX1800,AA:BC:10:00:01:FB,SN-Router-00507,single_band
TP-Link,Switch,SG108,AA:BC:10:00:01:FC,SN-Switch-00508,dual_band
Cisco,Modem,CM1200,AA:BC:10:00:01:FD,SN-Modem-00509,single_band
D-Link,Access Point,U6-Lite,AA:BC:10:00:01:FE,SN-AccessPoint-00510,dual_band
Huawei,Other,Generic-Device-A,AA:BC:10:00:01:FF,SN-Other-00511,single_band
ZTE,ONT,ZXHN-F680,AA:BC:10:00:02:00,SN-ONT-00512,dual_band
Nokia,ONU,AN5506-01,AA:BC:10:00:02:01,SN-ONU-00513,single_band
TP-Link,Router,Archer C6,AA:BC:10:00:02:02,SN-Router-00514,dual_band
Cisco,Switch,CBS110,AA:BC:10:00:02:03,SN-Switch-00515,single_band
D-Link,Modem,TC4400,AA:BC:10:00:02:04,SN-Modem-00516,dual_band
Huawei,Access Point,EAP225,AA:BC:10:00:02:05,SN-AccessPoint-00517,single_band
ZTE,Other,Generic-Device-B,AA:BC:10:00:02:06,SN-Other-00518,dual_band
Nokia,ONT,G-2425G-A,AA:BC:10:00:02:07,SN-ONT-00519,single_band
TP-Link,ONU,G-140W-C,AA:BC:10:00:02:08,SN-ONU-00520,dual_band
Cisco,Router,RV340,AA:BC:10:00:02:09,SN-Router-00521,single_band
D-Link,Switch,DGS-1008A,AA:BC:10:00:02:0A,SN-Switch-00522,dual_band
Huawei,Modem,MB8600,AA:BC:10:00:02:0B,SN-Modem-00523,single_band
ZTE,Access Point,WAP150,AA:BC:10:00:02:0C,SN-AccessPoint-00524,dual_band
Nokia,Other,Generic-Device-C,AA:BC:10:00:02:0D,SN-Other-00525,single_band
TP-Link,ONT,HG8145V5,AA:BC:10:00:02:0E,SN-ONT-00526,dual_band
Cisco,ONU,F601,AA:BC:10:00:02:0F,SN-ONU-00527,single_band
D-Link,Router,AX1800,AA:BC:10:00:02:10,SN-Router-00528,dual_band
Huawei,Switch,SG108,AA:BC:10:00:02:11,SN-Switch-00529,single_band
ZTE,Modem,CM1200,AA:BC:10:00:02:12,SN-Modem-00530,dual_band
Nokia,Access Point,U6-Lite,AA:BC:10:00:02:13,SN-AccessPoint-00531,single_band
TP-Link,Other,Generic-Device-A,AA:BC:10:00:02:14,SN-Other-00532,dual_band
Cisco,ONT,ZXHN-F680,AA:BC:10:00:02:15,SN-ONT-00533,single_band
D-Link,ONU,AN5506-01,AA:BC:10:00:02:16,SN-ONU-00534,dual_band
Huawei,Router,Archer C6,AA:BC:10:00:02:17,SN-Router-00535,single_band
ZTE,Switch,CBS110,AA:BC:10:00:02:18,SN-Switch-00536,dual_band
Nokia,Modem,TC4400,AA:BC:10:00:02:19,SN-Modem-00537,single_band
TP-Link,Access Point,EAP225,AA:BC:10:00:02:1A,SN-AccessPoint-00538,dual_band
Cisco,Other,Generic-Device-B,AA:BC:10:00:02:1B,SN-Other-00539,single_band
D-Link,ONT,G-2425G-A,AA:BC:10:00:02:1C,SN-ONT-00540,dual_band
Huawei,ONU,G-140W-C,AA:BC:10:00:02:1D,SN-ONU-00541,single_band
ZTE,Router,RV340,AA:BC:10:00:02:1E,SN-Router-00542,dual_band
Nokia,Switch,DGS-1008A,AA:BC:10:00:02:1F,SN-Switch-00543,single_band
TP-Link,Modem,MB8600,AA:BC:10:00:02:20,SN-Modem-00544,dual_band
Cisco,Access Point,WAP150,AA:BC:10:00:02:21,SN-AccessPoint-00545,single_band
D-Link,Other,Generic-Device-C,AA:BC:10:00:02:22,SN-Other-00546,dual_band
Huawei,ONT,HG8145V5,AA:BC:10:00:02:23,SN-ONT-00547,single_band
ZTE,ONU,F601,AA:BC:10:00:02:24,SN-ONU-00548,dual_band
Nokia,Router,AX1800,AA:BC:10:00:02:25,SN-Router-00549,single_band
TP-Link,Switch,SG108,AA:BC:10:00:02:26,SN-Switch-00550,dual_band
Cisco,Modem,CM1200,AA:BC:10:00:02:27,SN-Modem-00551,single_band
D-Link,Access Point,U6-Lite,AA:BC:10:00:02:28,SN-AccessPoint-00552,dual_band
Huawei,Other,Generic-Device-A,AA:BC:10:00:02:29,SN-Other-00553,single_band
ZTE,ONT,ZXHN-F680,AA:BC:10:00:02:2A,SN-ONT-00554,dual_band
Nokia,ONU,AN5506-01,AA:BC:10:00:02:2B,SN-ONU-00555,single_band
TP-Link,Router,Archer C6,AA:BC:10:00:02:2C,SN-Router-00556,dual_band
Cisco,Switch,CBS110,AA:BC:10:00:02:2D,SN-Switch-00557,single_band
D-Link,Modem,TC4400,AA:BC:10:00:02:2E,SN-Modem-00558,dual_band
Huawei,Access Point,EAP225,AA:BC:10:00:02:2F,SN-AccessPoint-00559,single_band
ZTE,Other,Generic-Device-B,AA:BC:10:00:02:30,SN-Other-00560,dual_band
Nokia,ONT,G-2425G-A,AA:BC:10:00:02:31,SN-ONT-00561,single_band
TP-Link,ONU,G-140W-C,AA:BC:10:00:02:32,SN-ONU-00562,dual_band
Cisco,Router,RV340,AA:BC:10:00:02:33,SN-Router-00563,single_band
D-Link,Switch,DGS-1008A,AA:BC:10:00:02:34,SN-Switch-00564,dual_band
Huawei,Modem,MB8600,AA:BC:10:00:02:35,SN-Modem-00565,single_band
ZTE,Access Point,WAP150,AA:BC:10:00:02:36,SN-AccessPoint-00566,dual_band
Nokia,Other,Generic-Device-C,AA:BC:10:00:02:37,SN-Other-00567,single_band
TP-Link,ONT,HG8145V5,AA:BC:10:00:02:38,SN-ONT-00568,dual_band
Cisco,ONU,F601,AA:BC:10:00:02:39,SN-ONU-00569,single_band
D-Link,Router,AX1800,AA:BC:10:00:02:3A,SN-Router-00570,dual_band
Huawei,Switch,SG108,AA:BC:10:00:02:3B,SN-Switch-00571,single_band
ZTE,Modem,CM1200,AA:BC:10:00:02:3C,SN-Modem-00572,dual_band
Nokia,Access Point,U6-Lite,AA:BC:10:00:02:3D,SN-AccessPoint-00573,single_band
TP-Link,Other,Generic-Device-A,AA:BC:10:00:02:3E,SN-Other-00574,dual_band
Cisco,ONT,ZXHN-F680,AA:BC:10:00:02:3F,SN-ONT-00575,single_band
D-Link,ONU,AN5506-01,AA:BC:10:00:02:40,SN-ONU-00576,dual_band
Huawei,Router,Archer C6,AA:BC:10:00:02:41,SN-Router-00577,single_band
ZTE,Switch,CBS110,AA:BC:10:00:02:42,SN-Switch-00578,dual_band
Nokia,Modem,TC4400,AA:BC:10:00:02:43,SN-Modem-00579,single_band
TP-Link,Access Point,EAP225,AA:BC:10:00:02:44,SN-AccessPoint-00580,dual_band
Cisco,Other,Generic-Device-B,AA:BC:10:00:02:45,SN-Other-00581,single_band
D-Link,ONT,G-2425G-A,AA:BC:10:00:02:46,SN-ONT-00582,dual_band
Huawei,ONU,G-140W-C,AA:BC:10:00:02:47,SN-ONU-00583,single_band
ZTE,Router,RV340,AA:BC:10:00:02:48,SN-Router-00584,dual_band
Nokia,Switch,DGS-1008A,AA:BC:10:00:02:49,SN-Switch-00585,single_band
TP-Link,Modem,MB8600,AA:BC:10:00:02:4A,SN-Modem-00586,dual_band
Cisco,Access Point,WAP150,AA:BC:10:00:02:4B,SN-AccessPoint-00587,single_band
D-Link,Other,Generic-Device-C,AA:BC:10:00:02:4C,SN-Other-00588,dual_band
Huawei,ONT,HG8145V5,AA:BC:10:00:02:4D,SN-ONT-00589,single_band
ZTE,ONU,F601,AA:BC:10:00:02:4E,SN-ONU-00590,dual_band
Nokia,Router,AX1800,AA:BC:10:00:02:4F,SN-Router-00591,single_band
TP-Link,Switch,SG108,AA:BC:10:00:02:50,SN-Switch-00592,dual_band
Cisco,Modem,CM1200,AA:BC:10:00:02:51,SN-Modem-00593,single_band
D-Link,Access Point,U6-Lite,AA:BC:10:00:02:52,SN-AccessPoint-00594,dual_band
Huawei,Other,Generic-Device-A,AA:BC:10:00:02:53,SN-Other-00595,single_band
ZTE,ONT,ZXHN-F680,AA:BC:10:00:02:54,SN-ONT-00596,dual_band
Nokia,ONU,AN5506-01,AA:BC:10:00:02:55,SN-ONU-00597,single_band
TP-Link,Router,Archer C6,AA:BC:10:00:02:56,SN-Router-00598,dual_band
Cisco,Switch,CBS110,AA:BC:10:00:02:57,SN-Switch-00599,single_band
D-Link,Modem,TC4400,AA:BC:10:00:02:58,SN-Modem-00600,dual_band
Huawei,Access Point,EAP225,AA:BC:10:00:02:59,SN-AccessPoint-00601,single_band
ZTE,Other,Generic-Device-B,AA:BC:10:00:02:5A,SN-Other-00602,dual_band
Nokia,ONT,G-2425G-A,AA:BC:10:00:02:5B,SN-ONT-00603,single_band
TP-Link,ONU,G-140W-C,AA:BC:10:00:02:5C,SN-ONU-00604,dual_band
Cisco,Router,RV340,AA:BC:10:00:02:5D,SN-Router-00605,single_band
D-Link,Switch,DGS-1008A,AA:BC:10:00:02:5E,SN-Switch-00606,dual_band
Huawei,Modem,MB8600,AA:BC:10:00:02:5F,SN-Modem-00607,single_band
ZTE,Access Point,WAP150,AA:BC:10:00:02:60,SN-AccessPoint-00608,dual_band
Nokia,Other,Generic-Device-C,AA:BC:10:00:02:61,SN-Other-00609,single_band
TP-Link,ONT,HG8145V5,AA:BC:10:00:02:62,SN-ONT-00610,dual_band
Cisco,ONU,F601,AA:BC:10:00:02:63,SN-ONU-00611,single_band
D-Link,Router,AX1800,AA:BC:10:00:02:64,SN-Router-00612,dual_band
Huawei,Switch,SG108,AA:BC:10:00:02:65,SN-Switch-00613,single_band
ZTE,Modem,CM1200,AA:BC:10:00:02:66,SN-Modem-00614,dual_band
Nokia,Access Point,U6-Lite,AA:BC:10:00:02:67,SN-AccessPoint-00615,single_band
TP-Link,Other,Generic-Device-A,AA:BC:10:00:02:68,SN-Other-00616,dual_band
Cisco,ONT,ZXHN-F680,AA:BC:10:00:02:69,SN-ONT-00617,single_band
D-Link,ONU,AN5506-01,AA:BC:10:00:02:6A,SN-ONU-00618,dual_band
Huawei,Router,Archer C6,AA:BC:10:00:02:6B,SN-Router-00619,single_band
ZTE,Switch,CBS110,AA:BC:10:00:02:6C,SN-Switch-00620,dual_band
Nokia,Modem,TC4400,AA:BC:10:00:02:6D,SN-Modem-00621,single_band
TP-Link,Access Point,EAP225,AA:BC:10:00:02:6E,SN-AccessPoint-00622,dual_band
Cisco,Other,Generic-Device-B,AA:BC:10:00:02:6F,SN-Other-00623,single_band
D-Link,ONT,G-2425G-A,AA:BC:10:00:02:70,SN-ONT-00624,dual_band
Huawei,ONU,G-140W-C,AA:BC:10:00:02:71,SN-ONU-00625,single_band
ZTE,Router,RV340,AA:BC:10:00:02:72,SN-Router-00626,dual_band
